Date,SP500,IBM
2022-09-02,3924.260009765625,127.79000091552734
2022-09-06,3908.18994140625,126.72000122070312
2022-09-07,3979.8701171875,127.70999908447266
2022-09-08,4006.179931640625,128.47000122070312
2022-09-09,4067.360107421875,129.19000244140625
2022-09-12,4110.41015625,130.66000366210938
2022-09-13,3932.68994140625,127.25
2022-09-14,3946.010009765625,127.69000244140625
2022-09-15,3901.35009765625,125.48999786376953
2022-09-16,3873.330078125,127.2699966430664
2022-09-19,3899.889892578125,127.7300033569336
2022-09-20,3855.929931640625,126.30000305175781
2022-09-21,3789.929931640625,124.93000030517578
2022-09-22,3757.989990234375,125.30999755859375
2022-09-23,3693.22998046875,122.70999908447266
2022-09-26,3655.0400390625,122.01000213623047
2022-09-27,3647.2900390625,121.73999786376953
2022-09-28,3719.0400390625,122.76000213623047
2022-09-29,3640.469970703125,121.62999725341797
2022-09-30,3585.6201171875,118.80999755859375
2022-10-03,3678.429931640625,121.51000213623047
2022-10-04,3790.929931640625,125.5
2022-10-05,3783.280029296875,125.73999786376953
2022-10-06,3744.52001953125,122.2300033569336
2022-10-07,3639.659912109375,118.81999969482422
2022-10-10,3612.389892578125,117.75
2022-10-11,3588.840087890625,117.80000305175781
2022-10-12,3577.030029296875,117.56999969482422
2022-10-13,3669.909912109375,121.79000091552734
2022-10-14,3583.070068359375,120.04000091552734
2022-10-17,3677.949951171875,121.5199966430664
2022-10-18,3719.97998046875,122.94000244140625
2022-10-19,3695.159912109375,122.51000213623047
2022-10-20,3665.780029296875,128.3000030517578
2022-10-21,3752.75,129.89999389648438
2022-10-24,3797.340087890625,132.69000244140625
2022-10-25,3859.110107421875,132.92999267578125
2022-10-26,3830.60009765625,135.00999450683594
2022-10-27,3807.300048828125,134.77000427246094
2022-10-28,3901.06005859375,138.50999450683594
2022-10-31,3871.97998046875,138.2899932861328
2022-11-01,3856.10009765625,138.1999969482422
2022-11-02,3759.68994140625,136.8300018310547
2022-11-03,3719.889892578125,134.47000122070312
2022-11-04,3770.550048828125,136.9600067138672
2022-11-07,3806.800048828125,138.33999633789062
2022-11-08,3828.110107421875,140.0399932861328
2022-11-09,3748.570068359375,137.38999938964844
2022-11-10,3956.3701171875,141.22999572753906
2022-11-11,3992.929931640625,143.1699981689453
2022-11-14,3957.25,144.1999969482422
2022-11-15,3991.72998046875,144.33999633789062
2022-11-16,3958.7900390625,144.52000427246094
2022-11-17,3946.56005859375,146.08999633789062
2022-11-18,3965.340087890625,147.63999938964844
2022-11-21,3949.93994140625,146.67999267578125
2022-11-22,4003.580078125,149.10000610351562
2022-11-23,4027.260009765625,148.75
2022-11-25,4026.1201171875,148.3699951171875
2022-11-28,3963.93994140625,146.17999267578125
2022-11-29,3957.6298828125,146.49000549316406
2022-11-30,4080.110107421875,148.89999389648438
2022-12-01,4076.570068359375,149.16000366210938
2022-12-02,4071.699951171875,148.6699981689453
2022-12-05,3998.840087890625,147.41000366210938
2022-12-06,3941.260009765625,147.5
2022-12-07,3933.919921875,147.27000427246094
2022-12-08,3963.510009765625,147.77999877929688
2022-12-09,3934.3798828125,147.0500030517578
2022-12-12,3990.56005859375,149.2100067138672
2022-12-13,4019.64990234375,150.57000732421875
2022-12-14,3995.320068359375,149.86000061035156
2022-12-15,3895.75,142.36000061035156
2022-12-16,3852.360107421875,140.16000366210938
2022-12-19,3817.659912109375,138.8699951171875
2022-12-20,3821.6201171875,141.27999877929688
2022-12-21,3878.43994140625,142.13999938964844
2022-12-22,3822.389892578125,140.8800048828125
2022-12-23,3844.820068359375,141.64999389648438
2022-12-27,3829.25,142.4199981689453
2022-12-28,3783.219970703125,140.02000427246094
2022-12-29,3849.280029296875,141.05999755859375
2022-12-30,3839.5,140.88999938964844
2023-01-03,3824.139892578125,141.5500030517578
2023-01-04,3852.969970703125,142.60000610351562
2023-01-05,3808.10009765625,141.11000061035156
2023-01-06,3895.080078125,143.6999969482422
2023-01-09,3892.090087890625,143.5500030517578
2023-01-10,3919.25,144.8000030517578
2023-01-11,3969.610107421875,145.25999450683594
2023-01-12,3983.169921875,145.5500030517578
2023-01-13,3999.090087890625,145.88999938964844
2023-01-17,3990.969970703125,145.19000244140625
2023-01-18,3928.860107421875,140.41000366210938
2023-01-19,3898.85009765625,140.6199951171875
2023-01-20,3972.610107421875,141.1999969482422
2023-01-23,4019.81005859375,141.86000061035156
2023-01-24,4016.949951171875,141.49000549316406
2023-01-25,4016.219970703125,140.75999450683594
2023-01-26,4060.429931640625,134.4499969482422
2023-01-27,4070.56005859375,134.38999938964844
2023-01-30,4017.77001953125,135.3000030517578
2023-01-31,4076.60009765625,134.72999572753906
2023-02-01,4119.2099609375,135.08999633789062
2023-02-02,4179.759765625,136.38999938964844
2023-02-03,4136.47998046875,136.94000244140625
2023-02-06,4111.080078125,136.17999267578125
2023-02-07,4164.0,135.83999633789062
2023-02-08,4117.85986328125,135.97999572753906
2023-02-09,4081.5,133.75
2023-02-10,4090.4599609375,135.60000610351562
2023-02-13,4137.2900390625,137.35000610351562
2023-02-14,4136.1298828125,136.00999450683594
2023-02-15,4147.60009765625,136.39999389648438
2023-02-16,4090.409912109375,135.0
2023-02-17,4079.090087890625,135.02000427246094
2023-02-21,3997.340087890625,131.7100067138672
2023-02-22,3991.050048828125,130.97000122070312
2023-02-23,4012.320068359375,130.7899932861328
2023-02-24,3970.0400390625,130.57000732421875
2023-02-27,3982.239990234375,130.49000549316406
2023-02-28,3970.14990234375,129.3000030517578
2023-03-01,3951.389892578125,128.19000244140625
2023-03-02,3981.35009765625,128.92999267578125
2023-03-03,4045.639892578125,129.63999938964844
2023-03-06,4048.419921875,130.19000244140625
2023-03-07,3986.3701171875,128.25
2023-03-08,3992.010009765625,128.0500030517578
2023-03-09,3918.320068359375,126.16000366210938
